Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
Dog,21,Poodle,Male,White,No Color,Small,Medium,Yes,No,Healthy,450,4,No
Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes
Dog,0,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,1,Mixed Breed,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,2,Yes
Dog,3,Mixed Breed,Male,Golden,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,1,No
Dog,36,Beagle,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,350,1,No
Cat,5,Domestic Short Hair,Male,Golden,White,Medium,Short,Yes,Yes,Healthy,50,2,Yes
Cat,12,Domestic Medium Hair,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,12,Yes
Cat,4,Domestic Short Hair,Female,Cream,Gray,Medium,Short,Yes,No,Healthy,120,7,Yes
Dog,4,Mixed Breed,Female,White,No Color,Medium,Short,Yes,No,Healthy,0,3,No
Cat,36,Domestic Short Hair,Female,Brown,Yellow,Medium,Medium,Yes,Yes,Healthy,120,3,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,Yes
Cat,24,Domestic Short Hair,Female,Brown,Yellow,Medium,Medium,Yes,Yes,Healthy,0,2,No
Cat,2,Domestic Medium Hair,Female,Brown,Gray,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,11,Yes
Dog,6,Poodle,Female,Brown,No Color,Small,Medium,Yes,No,Healthy,350,2,Yes
Dog,156,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,1,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,2,Yes
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,No
Dog,24,Bull Terrier,Male,Cream,No Color,Large,Long,Yes,No,Healthy,0,4,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,7,Yes
Dog,10,Rottweiler,Female,Black,No Color,Large,Short,Yes,No,Healthy,0,2,Yes
Cat,3,Domestic Short Hair,Male,Golden,Cream,Medium,Short,Yes,No,Healthy,0,5,Yes
Cat,2,Domestic Short Hair,Female,Black,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,5,Yes
Dog,6,Beagle,Male,Brown,Cream,Small,Short,No,No,Healthy,0,2,Yes
Cat,24,Domestic Long Hair,Female,Black,Brown,Medium,Long,Yes,No,Healthy,0,2,Yes
Cat,5,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,0,1,Yes
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,7,Yes
Cat,17,Oriental Long Hair,Female,Yellow,Gray,Large,Long,Yes,No,Healthy,500,3,Yes
Cat,2,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,6,Yes
Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,No
Cat,12,Tabby,Male,Black,Gray,Medium,Short,No,No,Healthy,0,3,No
Dog,4,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes
Dog,53,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes
Dog,60,Shih Tzu,Female,Brown,White,Medium,Short,Yes,Not Sure,Healthy,0,1,Yes
Cat,14,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,No
Cat,6,Domestic Short Hair,Male,Brown,No Color,Medium,Short,No,Yes,Healthy,0,2,Yes
Dog,8,Mixed Breed,Female,Gray,No Color,Medium,Short,Yes,Yes,Healthy,0,4,Yes
Dog,5,Mixed Breed,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,4,Yes
Cat,3,Domestic Short Hair,Male,Brown,Golden,Medium,Short,Yes,No,Healthy,10,8,Yes
Dog,24,Rottweiler,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,3,Yes
Cat,2,Domestic Medium Hair,Male,Yellow,No Color,Small,Medium,No,No,Healthy,0,5,Yes
Cat,3,Domestic Short Hair,Male,Black,Brown,Small,Short,No,Yes,Healthy,0,3,Yes
Dog,2,Labrador Retriever,Female,Black,Golden,Large,Medium,Yes,No,Healthy,0,19,Yes
Cat,60,Domestic Short Hair,Male,Brown,Cream,Small,Short,Yes,Yes,Healthy,0,3,Yes
Dog,1,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,10,Yes
Cat,9,Bombay,Female,Black,No Color,Small,Short,No,Yes,Healthy,0,1,Yes
Cat,6,Domestic Short Hair,Female,Gray,White,Small,Short,No,Yes,Healthy,0,1,Yes
Dog,1,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,4,Yes
Dog,1,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,50,6,Yes
Dog,5,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,4,No
Dog,3,Mixed Breed,Male,Golden,Cream,Medium,Short,Yes,No,Healthy,0,3,Yes
Cat,3,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,No,Healthy,50,1,No
Cat,3,Domestic Short Hair,Female,Gray,No Color,Small,Short,No,No,Healthy,0,0,No
Dog,4,Belgian Shepherd Malinois,Female,Black,Brown,Medium,Medium,Yes,Not Sure,Healthy,0,3,Yes
Dog,36,Mixed Breed,Male,Brown,Cream,Small,Long,Yes,Yes,Healthy,150,13,Yes
Cat,5,Domestic Short Hair,Female,Black,White,Small,Short,Yes,Not Sure,Healthy,0,2,Yes
Dog,24,Spitz,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
Cat,2,Domestic Short Hair,Male,Golden,No Color,Medium,Short,No,No,Healthy,50,4,Yes
Dog,2,Mixed Breed,Male,Black,No Color,Small,Medium,Not Sure,Not Sure,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,13,Yes
Cat,6,Domestic Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,1,Yes
Cat,4,Domestic Short Hair,Male,Golden,White,Medium,Short,No,No,Healthy,30,1,Yes
Dog,5,Mixed Breed,Male,White,No Color,Medium,Short,No,No,Healthy,0,2,No
Dog,72,Dachshund,Female,Golden,No Color,Small,Long,Yes,Yes,Healthy,500,2,Yes
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,No,Minor Injury,0,4,No
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,5,Mixed Breed,Female,Black,No Color,Small,Short,No,No,Healthy,0,5,No
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,Not Sure,Healthy,0,2,No
Dog,36,Mixed Breed,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,3,No
Cat,1,Calico,Female,Black,Brown,Small,Short,No,No,Healthy,0,7,No
Cat,3,Domestic Short Hair,Female,Black,White,Medium,Short,No,Yes,Healthy,0,5,Yes
Cat,1,Domestic Short Hair,Male,Black,Brown,Small,Short,Not Sure,Not Sure,Minor Injury,0,4,Yes
Dog,84,Golden Retriever,Male,Golden,No Color,Large,Long,Yes,Yes,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Short,Not Sure,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Cream,White,Medium,Medium,Yes,No,Healthy,80,1,No
Cat,9,Domestic Short Hair,Female,Gray,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No
Dog,18,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,6,Yes
Cat,24,Domestic Medium Hair,Female,Black,Yellow,Medium,Medium,Yes,Yes,Healthy,0,1,No
Cat,20,Domestic Short Hair,Female,Brown,Cream,Small,Short,No,Yes,Healthy,30,3,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,12,Shih Tzu,Female,Cream,No Color,Small,Long,Yes,Yes,Healthy,0,2,Yes
Cat,1,Oriental Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,1,Yes
Cat,21,Domestic Long Hair,Male,Cream,No Color,Medium,Long,Yes,No,Healthy,0,3,No
Dog,5,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,8,No
Dog,39,Shih Tzu,Female,Brown,Golden,Medium,Long,Yes,No,Healthy,250,2,Yes
Cat,4,Domestic Medium Hair,Male,Yellow,No Color,Medium,Medium,No,No,Healthy,100,8,No
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes
Dog,2,Terrier,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,4,Yes
Dog,8,Mixed Breed,Male,Brown,No Color,Large,Short,Not Sure,Not Sure,Minor Injury,0,1,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,24,Husky,Female,Black,White,Large,Medium,Yes,No,Healthy,0,2,Yes
Cat,3,Domestic Medium Hair,Female,Black,Golden,Medium,Short,No,No,Healthy,0,2,Yes
Cat,3,Maine Coon,Female,Brown,Golden,Small,Medium,No,No,Healthy,100,5,Yes
Cat,3,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,50,4,Yes
Cat,3,Domestic Short Hair,Female,Yellow,No Color,Small,Short,No,No,Healthy,0,7,Yes
Dog,12,Pekingese,Female,Black,Brown,Small,Medium,Not Sure,Yes,Healthy,0,1,Yes
Dog,16,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,Yes,Healthy,0,4,No
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,150,1,No
Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,2,Yes
Cat,3,Tabby,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,5,Yes
Dog,35,Golden Retriever,Female,Golden,No Color,Medium,Medium,No,Yes,Healthy,50,2,Yes
Dog,2,Mixed Breed,Male,Brown,White,Small,Short,Yes,No,Healthy,0,6,Yes
Cat,2,Siamese,Male,White,No Color,Small,Medium,No,No,Minor Injury,0,5,Yes
Cat,24,Domestic Short Hair,Male,Gray,White,Medium,Short,No,Yes,Healthy,0,0,No
Cat,2,Domestic Medium Hair,Male,Black,Cream,Large,Medium,Yes,Yes,Healthy,0,1,No
Dog,4,Mixed Breed,Male,Black,Brown,Small,Medium,Yes,No,Healthy,100,4,No
Cat,2,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,50,1,Yes
Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,1,Yes
Dog,18,Mixed Breed,Male,Brown,White,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes
Dog,36,Labrador Retriever,Male,Brown,Golden,Large,Short,Yes,No,Healthy,0,3,Yes
Dog,2,Labrador Retriever,Female,Black,White,Large,Short,No,No,Healthy,0,16,Yes
Dog,41,Terrier,Female,Golden,No Color,Small,Medium,No,Not Sure,Healthy,25,7,Yes
Dog,4,Mixed Breed,Male,White,No Color,Medium,Short,Yes,No,Healthy,0,1,No
Dog,2,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Minor Injury,150,2,No
Cat,3,Domestic Short Hair,Female,Gray,White,Small,Short,No,No,Healthy,0,3,Yes
Cat,2,Domestic Medium Hair,Male,Cream,White,Medium,Medium,No,No,Healthy,0,5,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,150,14,Yes
Dog,48,Mixed Breed,Male,Black,Brown,Large,Short,Not Sure,No,Minor Injury,0,2,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,40,1,Yes
Cat,7,Siamese,Female,Black,Golden,Medium,Medium,No,No,Healthy,0,3,No
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,20,1,Yes
Cat,2,Abyssinian,Female,Black,Gray,Medium,Long,No,No,Healthy,0,1,Yes
Cat,2,Domestic Short Hair,Male,Black,Gray,Medium,Short,No,No,Healthy,0,0,Yes
Dog,2,Mixed Breed,Male,Golden,White,Medium,Short,No,No,Healthy,0,2,Yes
Cat,2,Domestic Short Hair,Female,Brown,No Color,Small,Short,No,No,Healthy,0,1,No
Dog,24,Mixed Breed,Female,Brown,Cream,Medium,Long,Yes,Yes,Healthy,390,4,Yes
Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Cat,1,Domestic Short Hair,Male,Golden,Cream,Medium,Short,No,No,Healthy,50,5,Yes
Dog,5,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,No
Cat,36,Domestic Short Hair,Male,Black,Brown,Large,Short,Yes,Yes,Healthy,100,1,No
Dog,4,Terrier,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,8,Yes
Dog,48,Chihuahua,Female,Black,No Color,Small,Short,Not Sure,No,Healthy,0,4,Yes
Dog,12,Mixed Breed,Female,Black,White,Medium,Long,Not Sure,Not Sure,Minor Injury,0,3,No
Cat,2,Tortoiseshell,Female,Black,Brown,Small,Short,No,No,Healthy,0,4,Yes
Dog,24,Labrador Retriever,Female,Golden,Cream,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Dog,36,Terrier,Male,White,No Color,Large,Long,Yes,Yes,Healthy,300,4,No
Dog,24,Mixed Breed,Female,Black,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes
Dog,96,Schnauzer,Male,Gray,No Color,Small,Medium,Yes,No,Healthy,0,1,Yes
Dog,9,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,Yes
Dog,1,Mixed Breed,Male,White,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes
Dog,5,Mixed Breed,Male,Black,White,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,3,Dachshund,Female,Black,Brown,Medium,Short,No,No,Healthy,0,7,Yes
Cat,17,Domestic Short Hair,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,100,5,Yes
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,4,Yes
Cat,4,Domestic Short Hair,Male,Gray,No Color,Small,Medium,No,No,Healthy,0,2,No
Cat,0,Calico,Female,Black,Golden,Small,Medium,No,No,Healthy,100,3,Yes
Cat,4,Domestic Medium Hair,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,3,Yes
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,No
Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,No
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,14,Yes
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,No,Healthy,0,5,Yes
Dog,7,Mixed Breed,Male,Brown,White,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,24,Mixed Breed,Male,Brown,White,Medium,Medium,Yes,Yes,Minor Injury,0,5,Yes
Dog,13,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes
Cat,36,Domestic Long Hair,Male,Black,Gray,Large,Long,No,Yes,Healthy,0,8,Yes
Cat,36,Domestic Medium Hair,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,0,5,No
Cat,7,Domestic Long Hair,Female,Black,Brown,Medium,Long,Not Sure,No,Healthy,0,3,Yes
Dog,48,Terrier,Female,Brown,Yellow,Medium,Long,No,Not Sure,Healthy,0,3,Yes
Cat,3,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,No,Healthy,0,3,Yes
Dog,1,Mixed Breed,Male,Black,No Color,Large,Medium,Yes,No,Healthy,250,2,Yes
Dog,10,Doberman Pinscher,Male,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,6,Yes
Dog,9,German Shepherd Dog,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,7,Yes
Dog,2,0,Female,Brown,Cream,Small,Short,No,No,Healthy,1,0,Yes
Dog,1,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,4,Yes
Cat,8,Domestic Medium Hair,Female,Cream,Gray,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
Dog,12,Mixed Breed,Male,Black,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
Cat,4,Domestic Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,6,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,1,Yes
Cat,2,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,5,Yes
Dog,1,Mixed Breed,Female,Black,White,Medium,Medium,No,No,Healthy,0,9,Yes
Dog,36,Spitz,Male,Cream,White,Small,Medium,Yes,Yes,Healthy,0,9,No
Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,2,Yes
Cat,1,Oriental Short Hair,Male,Golden,White,Small,Short,No,No,Healthy,0,1,Yes
Dog,24,Terrier,Female,White,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,10,Yes
Cat,5,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,6,Yes
Cat,12,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,17,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,2,Yes
Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes
Cat,2,Domestic Long Hair,Male,Black,White,Small,Short,No,No,Healthy,0,3,Yes
Cat,2,Oriental Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,0,No
Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,8,Yes
Cat,2,Calico,Female,Black,Brown,Small,Short,No,No,Healthy,0,5,Yes
Cat,6,Persian,Male,Gray,White,Medium,Medium,Yes,No,Healthy,200,5,Yes
Cat,2,Bengal,Male,Golden,Yellow,Medium,Short,No,No,Healthy,0,3,Yes
Dog,24,Mixed Breed,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,2,Yes
Dog,4,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,No
Dog,5,Labrador Retriever,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
Dog,84,Jack Russell Terrier,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,6,Yes
Cat,2,Domestic Medium Hair,Female,Black,Brown,Medium,Short,No,Not Sure,Healthy,0,5,Yes
Cat,2,Burmese,Female,Cream,No Color,Medium,Short,No,No,Healthy,150,4,Yes
Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,3,Yes
Cat,3,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,0,3,No
Cat,4,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes
Cat,1,Domestic Medium Hair,Female,Black,No Color,Small,Medium,No,No,Healthy,0,1,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,50,2,Yes
Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,10,2,Yes
Cat,3,Domestic Short Hair,Female,White,No Color,Small,Short,No,No,Healthy,0,2,Yes
Dog,1,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,0,1,Yes
Dog,12,German Shepherd Dog,Male,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
Cat,12,Domestic Short Hair,Male,White,No Color,Medium,Short,No,No,Healthy,0,2,No
Cat,48,Domestic Medium Hair,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,6,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Dog,36,Mixed Breed,Female,Brown,Cream,Large,Short,No,Yes,Healthy,0,2,No
Cat,4,Domestic Medium Hair,Male,Black,Golden,Medium,Medium,No,No,Healthy,0,3,Yes
Cat,7,Chartreux,Female,Gray,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Not Sure,No,Healthy,0,5,No
Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes
Cat,7,Abyssinian,Male,Black,Brown,Small,Short,No,Yes,Healthy,0,1,Yes
Cat,2,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,No,Healthy,0,1,Yes
Dog,14,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,4,No
Dog,2,Mixed Breed,Female,Yellow,No Color,Small,Short,No,No,Healthy,0,2,Yes
Cat,12,Domestic Short Hair,Male,Gray,White,Large,Short,Yes,Yes,Healthy,20,5,No
Cat,5,Domestic Short Hair,Male,Black,No Color,Medium,Short,Yes,No,Healthy,50,2,Yes
Cat,36,Domestic Medium Hair,Male,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,3,No
Cat,2,Domestic Short Hair,Female,Brown,White,Small,Short,No,No,Healthy,0,1,Yes
Dog,24,Labrador Retriever,Male,Brown,No Color,Large,Short,Yes,Yes,Healthy,0,5,No
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,0,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes
Cat,24,Domestic Long Hair,Male,Gray,White,Large,Long,Yes,Yes,Healthy,250,5,Yes
Cat,2,Domestic Medium Hair,Female,Brown,No Color,Large,Medium,No,Not Sure,Healthy,0,2,Yes
Cat,1,Domestic Short Hair,Male,Black,White,Small,Short,No,No,Minor Injury,0,1,Yes
Cat,1,Domestic Short Hair,Female,Black,White,Small,Medium,No,No,Healthy,0,2,Yes
Dog,12,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,5,Yes
Dog,84,Cocker Spaniel,Male,Cream,White,Medium,Long,Not Sure,No,Healthy,0,2,Yes
Cat,8,Tabby,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,150,5,No
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,Not Sure,Healthy,0,4,Yes
Dog,66,French Bulldog,Female,Black,White,Medium,Short,No,No,Healthy,300,1,Yes
Dog,3,Mixed Breed,Male,White,No Color,Medium,Medium,No,No,Healthy,0,2,Yes
Cat,9,Domestic Short Hair,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes
Dog,12,Mixed Breed,Female,Brown,Cream,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes
Cat,11,Domestic Short Hair,Female,Gray,White,Medium,Short,Yes,Yes,Healthy,0,5,Yes
Cat,1,Domestic Short Hair,Female,Brown,White,Large,Short,No,Not Sure,Healthy,0,3,Yes
Dog,3,Terrier,Male,Black,No Color,Large,Long,Yes,No,Healthy,0,1,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,1,No
Cat,15,Domestic Short Hair,Male,Black,Brown,Large,Short,No,No,Healthy,50,1,Yes
Cat,2,Domestic Short Hair,Female,Black,Gray,Small,Short,No,No,Healthy,0,2,Yes
Cat,3,Domestic Medium Hair,Male,Golden,No Color,Small,Medium,No,No,Healthy,0,3,Yes
Cat,2,Domestic Medium Hair,Female,Yellow,White,Medium,Medium,No,No,Minor Injury,0,4,Yes
Dog,1,Mixed Breed,Female,Black,No Color,Large,Short,No,No,Healthy,0,3,No
Cat,2,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,3,Yes
Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,2,Yes
Dog,24,Mixed Breed,Female,Brown,No Color,Large,Short,Yes,Yes,Healthy,50,4,No
Cat,0,Domestic Short Hair,Female,Golden,No Color,Medium,Medium,No,Not Sure,Healthy,0,5,No
Cat,4,Domestic Medium Hair,Female,Black,White,Medium,Medium,No,No,Healthy,0,10,No
Cat,12,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,150,3,No
Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,7,Yes
Dog,4,Mixed Breed,Male,Brown,Gray,Large,Short,Yes,No,Healthy,0,3,Yes
Cat,7,Oriental Short Hair,Female,Black,Brown,Medium,Short,Yes,No,Healthy,250,3,Yes
Cat,12,Domestic Short Hair,Male,Cream,Gray,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes
Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,5,Yes
Cat,3,Tabby,Male,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,2,Yes
Dog,24,Mixed Breed,Male,Brown,Gray,Medium,Short,Yes,Yes,Healthy,0,1,Yes
Cat,2,Domestic Medium Hair,Female,White,No Color,Small,Medium,No,No,Healthy,10,1,Yes
Cat,12,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,1,Yes
Dog,24,Pekingese,Male,Brown,No Color,Small,Short,Yes,Yes,Healthy,0,3,Yes
Cat,3,Tabby,Male,Cream,Gray,Medium,Short,No,No,Healthy,0,12,Yes
Dog,11,Mixed Breed,Female,Cream,White,Medium,Medium,Not Sure,Not Sure,Healthy,200,3,No
Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes
Dog,2,German Shepherd Dog,Female,Black,Yellow,Medium,Medium,No,No,Healthy,0,1,Yes
Dog,19,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,8,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Small,Short,No,No,Healthy,0,1,No
Cat,12,Tabby,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,4,Yes
Dog,8,Mixed Breed,Female,White,No Color,Medium,Short,Yes,Yes,Healthy,200,4,Yes
Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Short,Yes,No,Healthy,0,9,Yes
Dog,42,Jack Russell Terrier,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,3,Yes
